INFO 2025-06-05 20:06:01,384 autoreload Watching for file changes with StatReloader
DEBUG 2025-06-05 20:06:01,964 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\ipv6.py first seen with mtime 1744117398.7975507
DEBUG 2025-06-05 20:06:01,964 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1744117398.5407386
DEBUG 2025-06-05 20:06:01,964 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\resources\_legacy.py first seen with mtime 1696831135.68401
DEBUG 2025-06-05 20:06:01,969 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\password_validation.py first seen with mtime 1744117396.3491223
DEBUG 2025-06-05 20:06:01,969 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\base\introspection.py first seen with mtime 1744117398.5537663
DEBUG 2025-06-05 20:06:01,969 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\Image.py first seen with mtime 1744245294.1084104
DEBUG 2025-06-05 20:06:01,969 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\connection.py first seen with mtime 1744117398.7835457
DEBUG 2025-06-05 20:06:01,973 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\backends\django.py first seen with mtime 1744117398.7512374
DEBUG 2025-06-05 20:06:01,974 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\process.py first seen with mtime 1696831136.2203898
DEBUG 2025-06-05 20:06:01,974 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\functional.py first seen with mtime 1746756100.9751902
DEBUG 2025-06-05 20:06:01,974 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\cron_descriptor\GetText.py first seen with mtime 1746895876.2586975
DEBUG 2025-06-05 20:06:01,974 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\abc.py first seen with mtime 1696831135.6380427
DEBUG 2025-06-05 20:06:01,989 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\apps.py first seen with mtime 1744117396.5998511
DEBUG 2025-06-05 20:06:02,010 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1744117398.4723709
DEBUG 2025-06-05 20:06:02,022 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\loader.py first seen with mtime 1744117398.7462387
DEBUG 2025-06-05 20:06:02,024 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\staticfiles\handlers.py first seen with mtime 1744117398.451626
DEBUG 2025-06-05 20:06:02,024 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\psycopg2\errors.py first seen with mtime 1744117954.0347087
DEBUG 2025-06-05 20:06:02,024 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\streams.py first seen with mtime 1707467542.8900864
DEBUG 2025-06-05 20:06:02,024 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\_markupbase.py first seen with mtime 1696831141.6286402
DEBUG 2025-06-05 20:06:02,024 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\Arctic\__init__.py first seen with mtime 1744117393.6484306
DEBUG 2025-06-05 20:06:02,024 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\uuid.py first seen with mtime 1746756100.4096806
DEBUG 2025-06-05 20:06:02,029 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\postgresql\introspection.py first seen with mtime 1744117398.581933
DEBUG 2025-06-05 20:06:02,031 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dateutil\_common.py first seen with mtime 1746756100.0057476
DEBUG 2025-06-05 20:06:02,031 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\base\operations.py first seen with mtime 1744117398.5548062
DEBUG 2025-06-05 20:06:02,033 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\__init__.py first seen with mtime 1744117398.8165884
DEBUG 2025-06-05 20:06:02,034 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\app\autoretry.py first seen with mtime 1746756100.874607
DEBUG 2025-06-05 20:06:02,034 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sessions\__init__.py first seen with mtime 1744117398.0066955
DEBUG 2025-06-05 20:06:02,034 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1744117398.6453242
DEBUG 2025-06-05 20:06:02,034 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\loader_tags.py first seen with mtime 1744117398.7472389
DEBUG 2025-06-05 20:06:02,034 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\migrations\optimizer.py first seen with mtime 1744117398.5975196
DEBUG 2025-06-05 20:06:02,034 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\datetime.py first seen with mtime 1696831133.8350966
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\management\commands\__init__.py first seen with mtime 1744117398.517713
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\PIL\ExifTags.py first seen with mtime 1744245294.0934775
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\log.py first seen with mtime 1746756100.978705
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\fields\related_lookups.py first seen with mtime 1744117398.6296947
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1744117398.5507693
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\aggregates.py first seen with mtime 1744117398.6080341
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\templatetags\static.py first seen with mtime 1744117398.761984
DEBUG 2025-06-05 20:06:02,039 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\decorators\__init__.py first seen with mtime 1744117398.821587
DEBUG 2025-06-05 20:06:02,044 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\email\_parseaddr.py first seen with mtime 1696831134.2429855
DEBUG 2025-06-05 20:06:02,044 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\template\exceptions.py first seen with mtime 1744117398.7452395
DEBUG 2025-06-05 20:06:02,044 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\csrf.py first seen with mtime 1744117398.8175862
DEBUG 2025-06-05 20:06:02,044 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\views.py first seen with mtime 1744117396.6054711
DEBUG 2025-06-05 20:06:02,044 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\div.py first seen with mtime 1746756100.3956904
DEBUG 2025-06-05 20:06:02,044 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\postgresql\operations.py first seen with mtime 1744117398.582935
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\management\commands\runserver.py first seen with mtime 1744117398.5292335
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\timesince.py first seen with mtime 1744117398.8080702
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\nodenames.py first seen with mtime 1746756100.9797015
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\crontab.py first seen with mtime 1746895876.3528728
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\admin.py first seen with mtime 1746895876.4316134
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\inspect.py first seen with mtime 1712539002.7257812
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\typing.py first seen with mtime 1712539044.0707872
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\backends\postgresql\base.py first seen with mtime 1744117398.578933
DEBUG 2025-06-05 20:06:02,047 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\re\_casefix.py first seen with mtime 1696831136.4180813
DEBUG 2025-06-05 20:06:02,054 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\formats.py first seen with mtime 1744117398.793542
DEBUG 2025-06-05 20:06:02,054 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\asyncio\protocols.py first seen with mtime 1696831133.3423328
DEBUG 2025-06-05 20:06:02,054 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\utils\json.py first seen with mtime 1746756100.40237
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\multiprocessing\context.py first seen with mtime 1696831136.1977713
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\Africa\__init__.py first seen with mtime 1744117393.5165558
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\http\response.py first seen with mtime 1744117398.7305603
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\tzdata\zoneinfo\Europe\__init__.py first seen with mtime 1744117393.8685718
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\templatetags\i18n.py first seen with mtime 1744117398.7607558
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\dateutil\relativedelta.py first seen with mtime 1746756100.0088308
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\manage.py first seen with mtime 1744117449.5837147
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\celery\utils\annotations.py first seen with mtime 1746756100.970826
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\duration.py first seen with mtime 1744117398.7910342
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\shutil.py first seen with mtime 1712539034.3662198
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\handlers\exception.py first seen with mtime 1744117398.5036428
DEBUG 2025-06-05 20:06:02,056 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\metadata\_meta.py first seen with mtime 1696831135.6465745
DEBUG 2025-06-05 20:06:02,065 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\kombu\entity.py first seen with mtime 1746756100.3319497
DEBUG 2025-06-05 20:06:02,065 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\psycopg2\_json.py first seen with mtime 1744117954.0053685
DEBUG 2025-06-05 20:06:02,069 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\click\formatting.py first seen with mtime 1746756100.1215484
DEBUG 2025-06-05 20:06:02,069 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\selectors.py first seen with mtime 1696831136.4569674
DEBUG 2025-06-05 20:06:02,069 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\wsgiref\headers.py first seen with mtime 1696831141.4026413
DEBUG 2025-06-05 20:06:02,069 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\sites\shortcuts.py first seen with mtime 1744117398.2621875
DEBUG 2025-06-05 20:06:02,069 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\clinic\forms.py first seen with mtime 1749135051.2966666
DEBUG 2025-06-05 20:06:02,069 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\booking\admin.py first seen with mtime 1744117592.6246479
DEBUG 2025-06-05 20:06:02,073 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\_virtualenv.py first seen with mtime 1744117166.1706479
DEBUG 2025-06-05 20:06:02,073 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\psycopg2\extensions.py first seen with mtime 1744117954.0357144
DEBUG 2025-06-05 20:06:02,074 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\forms\utils.py first seen with mtime 1744117398.6538384
DEBUG 2025-06-05 20:06:02,074 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\amqp\utils.py first seen with mtime 1746756100.2449205
DEBUG 2025-06-05 20:06:02,074 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\core\signals.py first seen with mtime 1744117398.4658453
DEBUG 2025-06-05 20:06:02,074 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\socket.py first seen with mtime 1707582057.8312616
DEBUG 2025-06-05 20:06:02,079 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\messages\storage\__init__.py first seen with mtime 1744117397.6318898
DEBUG 2025-06-05 20:06:02,081 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\logging\__init__.py first seen with mtime 1712539002.7561002
DEBUG 2025-06-05 20:06:02,083 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\importlib\resources\readers.py first seen with mtime 1696831135.6800904
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\cron_descriptor\StringBuilder.py first seen with mtime 1746895876.2627072
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1744117396.5988393
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\secrets.py first seen with mtime 1696831136.4559686
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1744117396.3446734
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\click\__init__.py first seen with mtime 1746756100.1126688
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_extensions\models.py first seen with mtime 1747433460.2474883
DEBUG 2025-06-05 20:06:02,084 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\migrations\migration.py first seen with mtime 1744117398.5965197
DEBUG 2025-06-05 20:06:02,089 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\views\generic\base.py first seen with mtime 1744117398.8297021
DEBUG 2025-06-05 20:06:02,091 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\hashlib.py first seen with mtime 1696831134.8998816
DEBUG 2025-06-05 20:06:02,091 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\utils\asyncio.py first seen with mtime 1744117398.7785418
DEBUG 2025-06-05 20:06:02,091 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\sysconfig.py first seen with mtime 1696831140.9685702
DEBUG 2025-06-05 20:06:02,091 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\contrib\staticfiles\finders.py first seen with mtime 1744117398.4506266
DEBUG 2025-06-05 20:06:02,094 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\pickle.py first seen with mtime 1707582047.4803684
DEBUG 2025-06-05 20:06:02,094 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\click\core.py first seen with mtime 1746756100.1185482
DEBUG 2025-06-05 20:06:02,094 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django_celery_beat\__init__.py first seen with mtime 1746895876.4306135
DEBUG 2025-06-05 20:06:02,094 autoreload File C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\zipfile.py first seen with mtime 1712539044.215522
DEBUG 2025-06-05 20:06:02,097 autoreload File C:\Users\WW5\PycharmProjects\DrHvost\venv\Lib\site-packages\django\db\models\base.py first seen with mtime 1744117398.609035
